short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,density_index,intensity_index,I_wcm2,ne_cm3,log10_I_grid_wcm2,log10_ne_grid_cm3,Wpi_grid_cm3_fs,Wav_grid_cm3_fs,Wtotal_grid_cm3_fs,log10_Wtotal_grid_cm3_fs
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,9,82864277285.4686,14187266741.16599,10.918367346938776,10.151898734177216,12.616917258389611,0.0007529230190169655,12.617670181408629,1.1009791710120846
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,10,104811313415.46873,14187266741.16599,11.020408163265307,10.151898734177216,51.65627442676466,0.0009523386084940477,51.65722676537315,1.7131310872259125
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,11,132571136559.0111,14187266741.16599,11.122448979591837,10.151898734177216,211.48180634868845,0.0012045704571664096,211.4830109191456,2.325275484900569
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,12,167683293681.101,14187266741.16599,11.224489795918368,10.151898734177216,865.7605057729065,0.0015236072268167019,865.7620293801333,2.937398534592989
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,13,212095088792.01926,14187266741.16599,11.326530612244898,10.151898734177216,3543.975242690672,0.001927142549277535,3543.9771698332215,3.5494909155154115
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,14,268269579527.97272,14187266741.16599,11.428571428571429,10.151898734177216,14505.853390063028,0.0024375563070775036,14505.855827619336,4.161543356733854
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,15,339322177189.53296,14187266741.16599,11.53061224489796,10.151898734177216,59366.9691547345,0.00308315581138551,59366.97223789031,4.773544900131926
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,16,429193426012.8778,14187266741.16599,11.63265306122449,10.151898734177216,242930.41912069664,0.003899745712408684,242930.42302044234,5.385481906417068
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,17,542867543932.3859,14187266741.16599,11.73469387755102,10.151898734177216,993887.3497841385,0.004932613708749197,993887.3547167522,5.997337165084295
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,18,686648845004.2998,14187266741.16599,11.83673469387755,10.151898734177216,4065265.119178908,0.006239042182243371,4065265.1254179506,6.609088874346153
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,19,868511373751.352,14187266741.16599,11.938775510204081,10.151898734177216,16623111.209281912,0.007891485052390776,16623111.217173398,7.220712310542992
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,20,1098541141987.5573,14187266741.16599,12.040816326530612,10.151898734177216,67946671.03923129,0.00998158603725206,67946671.04921287,7.832168183947499
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,21,1389495494373.136,14187266741.16599,12.142857142857142,10.151898734177216,277596487.7700768,0.012625261171708249,277596487.7827021,8.443413967019701
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,1,22,1757510624854.7966,14187266741.16599,12.244897959183675,10.151898734177216,1133425928.0344665,0.015969127457195847,1133425928.0504355,9.054393143262628
