short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,point_index,I_wcm2,gamma_nacl_reference,Wpi_peak_cm3_fs,Wav_peak_cm3_fs,Wtotal_peak_cm3_fs,ne_max_cm3
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,20,1098541141987.5573,9.9706700957002,67918365.29833747,0.0003126538812501652,67918365.29845074,2954638256.3274837
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,21,1389495494373.136,8.865514380993597,277480889.1563491,0.0066026452631580785,277480889.15874124,12073263909.497328
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,22,1757510624854.7966,7.882854861831084,1132954170.5653877,0.13927450620442333,1132954170.6158493,49305854451.40595
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,23,2222996482526.191,7.009113978305902,4622243249.116607,2.9335234867577604,4622243250.179569,201214435499.11017
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,24,2811768697974.237,6.232219116295041,18839165519.30402,61.673451923430015,18839165541.653942,820391555021.2085
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,25,3556480306223.121,5.541435798266365,76686477815.1666,1293.520937961932,76686478283.99532,3340983455571.8804
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,26,4498432668969.453,4.92721936332736,311649649650.7295,27047.19281977214,311649659455.6465,13585464221740.107
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,27,5689866029018.305,4.38108308715646,1263847279240.1323,563319.6551093291,1263847483499.2156,55135379188069.664
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,28,7196856730011.528,3.8954809196087252,5111078981852.224,11671851.925342524,5111083215386.333,223193483861617.78
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,29,9102981779915.227,3.463703219763589,20592213033918.566,240171857.26342642,20592300183601.707,900452288994232.9
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,30,11513953993264.48,3.079784047769305,82532508379940.47,4895228440.4463415,82534285647542.89,3615998127738183.0
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,31,14563484775012.443,2.7384187325211067,328250629677980.5,98422007270.54022,328286385907476.7,1.4426657937889934e+16
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,32,18420699693267.164,2.4348905761928354,1289704477799522.0,1938727029554.3323,1290409022356108.0,5.703238980877203e+16
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,33,23299518105153.72,2.165005682887097,4954844976799765.0,36956931173742.7,4968236086477742.0,2.2276055179683338e+17
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,34,29470517025518.098,1.9250350109212506,1.8116046711754744e+16,666605115411878.0,1.8352884210002724e+16,8.631754349338418e+17
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,35,37275937203149.38,1.7116628480766125,5.6324658678545864e+16,1.0678366679492044e+16,5.9976687155047384e+16,3.42984636305044e+18
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,36,47148663634573.9,1.5219409978853586,7.311109863840813e+16,2.1171886600228748e+16,8.707997547751346e+16,4.850978111190316e+18
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,37,59636233165946.37,1.3532480439399042,9.855910443419254e+16,1.614445490174862e+17,2.0338365326455747e+17,1.764595841107861e+19
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,38,75431200633546.08,1.2032531293733633,4.3618067256274106e+17,6.618024832855895e+20,6.619962233408018e+20,2.7896940028827133e+22
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,39,95409547634999.64,1.0698837510465184,1.890558144186797e+18,9.784381822255173e+20,9.803222702084821e+20,5.8967229429490446e+22
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,40,120679264063932.64,0.9512971234485725,7.559318155454855e+18,1.2421198262119091e+21,1.249679144367364e+21,9.186786101127647e+22
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,41,152641796717523.66,0.8458547166421794,1.2922742101074287e+19,1.5714637839088615e+21,1.5772182555752763e+21,1.3047376976838157e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,42,193069772888324.56,0.7520996164396613,2.5398508654984483e+19,1.9877903797166596e+21,2.013188888371644e+21,1.7791397423412206e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,43,244205309454865.47,0.668736393992316,1.006314915246437e+20,2.514323608899901e+21,2.6149551004245447e+21,2.3923496237673986e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,44,308884359647748.5,0.5946132066479058,1.1955081000741854e+20,3.180286476183218e+21,3.299837286190636e+21,3.1435753679436e+23
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,component_scaling,45,390693993705462.06,0.5287058827609848,4.477279515844314e+20,4.022623216174831e+21,4.4703511677592624e+21,4.204639672044718e+23
