short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,I_lidt_wcm2,gamma_lidt_zns_reference,n0,n2_m2_W,Eg_eV,mred_over_me,transmission_factor,dataset,point_index,I_wcm2,gamma_zns_reference,Wtotal_peak_cm3_fs,Wtotal_direct_at_lidt_cm3_fs
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,3,91685017331.33382,16.074273624132395,6693951715143.661,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,4,112221092868.50633,14.529253313875046,12274134296793.693,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,5,137356942837.13632,13.132736619701749,22505826139011.01,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,6,168122848060.939,11.870449733142989,41266189019096.93,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,7,205779856891.80368,10.729490809682785,75664630948963.69,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,8,251871473692.03748,9.69819809890101,138735114458530.88,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,9,308286924765.2079,8.766030749627705,254379857410096.4,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,10,377338594911.2883,7.92346107181769,466440145771046.4,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,11,461856808614.461,7.161877153953249,855381646541156.2,3.809452679886997e+16
ZnS_NIR,"ZnS, 0.8 $\mu$m",ZnS,NIR,2,0.8,100.0,0.17,1597043373789.4075,3.8514315784580773,2.31318550949987,6.8e-19,3.6,0.34,0.61749,total_comparison,12,565305840802.4338,6.4734948406265955,1569111770123361.8,3.809452679886997e+16
