short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,I_lidt_wcm2,gamma_lidt_zns_reference,n0,n2_m2_W,Eg_eV,mred_over_me,transmission_factor,dataset,density_index,intensity_index,I_wcm2,ne_cm3,log10_I_grid_wcm2,log10_ne_grid_cm3,Wpi_grid_cm3_fs,Wav_grid_cm3_fs,Wtotal_grid_cm3_fs,log10_Wtotal_grid_cm3_fs
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,0,46,494171336132383.8,10000000000.0,14.693877551020408,10.0,2.8130623525644667e+22,340.47494100618263,2.8130623525644667e+22,22.449179358569243
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,0,47,625055192527397.6,10000000000.0,14.795918367346939,10.0,3.9378801136976605e+22,430.65150534016914,3.9378801136976605e+22,22.59526249017891
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,0,48,790604321090770.1,10000000000.0,14.89795918367347,10.0,5.655365740301331e+22,544.7118031760992,5.655365740301331e+22,22.752460696592756
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,0,49,1000000000000000.0,10000000000.0,15.0,10.0,8.291318214494844e+22,688.9815659299443,8.291318214494844e+22,22.91862358335716
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,0,10000000000.0,14187266741.16599,10.0,10.151898734177216,130459807065082.16,0.013867720201339879,130459807065082.17,14.115476731915795
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,1,12648552168.552958,14187266741.16599,10.10204081632653,10.151898734177216,208721749816345.22,0.017540658242554318,208721749816345.22,14.31956770701013
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,2,15998587196.060574,14187266741.16599,10.204081632653061,10.151898734177216,333934344164111.6,0.022186393085170675,333934344164111.6,14.5236610872602
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,3,20235896477.251556,14187266741.16599,10.306122448979592,10.151898734177216,534265915103473.5,0.028062575036980387,534265915103473.5,14.727757468110172
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,4,25595479226.99533,14187266741.16599,10.408163265306122,10.151898734177216,854786348798564.6,0.03549509443391784,854786348798564.6,14.931857577730689
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,5,32374575428.1764,14187266741.16599,10.510204081632653,10.151898734177216,1367610092692689.2,0.04489615536751235,1367610092692689.2,15.135962297143985
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,6,40949150623.80419,14187266741.16599,10.612244897959183,10.151898734177216,2188127763587973.8,0.056787136333343896,2188127763587973.8,15.340072676619933
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,7,51794746792.31202,14187266741.16599,10.714285714285714,10.151898734177216,3500982515834977.0,0.07182750564150292,3500982515834977.0,15.544189941871759
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,8,65512855685.954956,14187266741.16599,10.816326530612244,10.151898734177216,5601669635707181.0,0.09085139522435814,5601669635707181.0,15.748317492274035
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,9,82864277285.4686,14187266741.16599,10.918367346938776,10.151898734177216,8963012243482129.0,0.11491386120811221,8963012243482129.0,15.95245398967006
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,10,104811313415.46873,14187266741.16599,11.020408163265307,10.151898734177216,1.4341758932143596e+16,0.14534939683806614,1.4341758932143596e+16,16.15660241825497
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,11,132571136559.0111,14187266741.16599,11.122448979591837,10.151898734177216,2.2949031428714864e+16,0.1838459428573986,2.2949031428714864e+16,16.360764360721163
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,12,167683293681.101,14187266741.16599,11.224489795918368,10.151898734177216,3.6723228427227224e+16,0.2325384999208612,3.6723228427227224e+16,16.564940854078706
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,13,212095088792.01926,14187266741.16599,11.326530612244898,10.151898734177216,5.87667463314505e+16,0.294127534744606,5.87667463314505e+16,16.769131646313962
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,14,268269579527.97272,14187266741.16599,11.428571428571429,10.151898734177216,9.404460246622229e+16,0.37202874674250225,9.404460246622229e+16,16.973333874991102
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,15,339322177189.53296,14187266741.16599,11.53061224489796,10.151898734177216,1.505011301349447e+17,0.47056250113739156,1.505011301349447e+17,17.177539761122738
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,16,429193426012.8778,14187266741.16599,11.63265306122449,10.151898734177216,2.40842220267571e+17,0.5951934344201057,2.40842220267571e+17,17.381732622211867
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,17,542867543932.3859,14187266741.16599,11.73469387755102,10.151898734177216,3.8537185704669946e+17,0.7528335205642912,3.8537185704669946e+17,17.585879995800497
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,18,686648845004.2998,14187266741.16599,11.83673469387755,10.151898734177216,6.164838878785842e+17,0.9522254059092821,6.164838878785842e+17,17.789921730571876
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,19,868511373751.352,14187266741.16599,11.938775510204081,10.151898734177216,9.857099312059429e+17,1.2044272722865075,9.857099312059429e+17,17.993749132172006
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,20,1098541141987.5573,14187266741.16599,12.040816326530612,10.151898734177216,1.57459085043696e+18,1.5234261186743827,1.57459085043696e+18,18.19716772353412
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,21,1389495494373.136,14187266741.16599,12.142857142857142,10.151898734177216,2.511117626041189e+18,1.9269134736989075,2.511117626041189e+18,18.399867056458103
ZnSe_NIR,"ZnSe, 0.8 $\mu$m",ZnSe,NIR,1,0.8,100.0,0.112,1052169752143.6095,4.745015509347765,2.52417562979068,2.3e-18,2.7,0.17,0.6705099999999999,surface3d,1,22,1757510624854.7966,14187266741.16599,12.244897959183675,10.151898734177216,3.9918121262183393e+18,2.437266559636834,3.9918121262183393e+18,18.601170093119666
