short,density_index,intensity_index,log10_I_grid_wcm2,log10_ne_grid_cm3,log10_Wtotal_grid_cm3_fs
ZnSe_NIR,2,20,12.040816326530612,10.30379746835443,18.789318891590927
ZnSe_NIR,2,21,12.142857142857142,10.30379746835443,18.984074959943335
ZnSe_NIR,2,22,12.244897959183675,10.30379746835443,19.169620416295725
ZnSe_NIR,2,23,12.346938775510203,10.30379746835443,19.33376017315848
ZnSe_NIR,2,24,12.448979591836736,10.30379746835443,19.425727241497995
ZnSe_NIR,2,25,12.551020408163264,10.30379746835443,18.947992622772727
ZnSe_NIR,2,26,12.653061224489797,10.30379746835443,19.23629031082471
ZnSe_NIR,2,27,12.755102040816327,10.30379746835443,19.521414049354085
ZnSe_NIR,2,28,12.857142857142858,10.30379746835443,19.80382693138453
ZnSe_NIR,2,29,12.959183673469388,10.30379746835443,20.08313699605162
ZnSe_NIR,2,30,13.061224489795919,10.30379746835443,20.358259678044192
ZnSe_NIR,2,31,13.16326530612245,10.30379746835443,20.623485950093666
ZnSe_NIR,2,32,13.26530612244898,10.30379746835443,20.84732513924996
ZnSe_NIR,2,33,13.36734693877551,10.30379746835443,20.70809637396196
ZnSe_NIR,2,34,13.46938775510204,10.30379746835443,20.994174420323013
ZnSe_NIR,2,35,13.571428571428571,10.30379746835443,21.27308207010296
ZnSe_NIR,2,36,13.673469387755102,10.30379746835443,21.425776795975747
ZnSe_NIR,2,37,13.775510204081632,10.30379746835443,21.517981913985956
ZnSe_NIR,2,38,13.877551020408163,10.30379746835443,21.781087110099563
ZnSe_NIR,2,39,13.979591836734695,10.30379746835443,21.83403334114827
ZnSe_NIR,2,40,14.081632653061224,10.30379746835443,22.07991583614232
ZnSe_NIR,2,41,14.183673469387756,10.30379746835443,22.190711518577015
ZnSe_NIR,2,42,14.285714285714285,10.30379746835443,22.30091601271979
ZnSe_NIR,2,43,14.387755102040817,10.30379746835443,22.432373667548262
ZnSe_NIR,2,44,14.489795918367347,10.30379746835443,22.578748241610146
ZnSe_NIR,2,45,14.591836734693878,10.30379746835443,22.73587942826645
ZnSe_NIR,2,46,14.693877551020408,10.30379746835443,22.901870129059404
ZnSe_NIR,2,47,14.795918367346939,10.30379746835443,23.071521770020645
ZnSe_NIR,2,48,14.89795918367347,10.30379746835443,23.17862398910172
ZnSe_NIR,2,49,15.0,10.30379746835443,23.30286950684805
ZnSe_NIR,3,0,10.0,10.455696202531646,14.715707091893954
ZnSe_NIR,3,1,10.10204081632653,10.455696202531646,14.91980838616473
ZnSe_NIR,3,2,10.204081632653061,10.455696202531646,15.12391461706886
ZnSe_NIR,3,3,10.306122448979592,10.455696202531646,15.3280269293261
ZnSe_NIR,3,4,10.408163265306122,10.455696202531646,15.53214667288501
ZnSe_NIR,3,5,10.510204081632653,10.455696202531646,15.736277352488575
ZnSe_NIR,3,6,10.612244897959183,10.455696202531646,15.940417934298733
ZnSe_NIR,3,7,10.714285714285714,10.455696202531646,16.144571656762302
ZnSe_NIR,3,8,10.816326530612244,10.455696202531646,16.348740501085963
ZnSe_NIR,3,9,10.918367346938776,10.455696202531646,16.552926056924207
ZnSe_NIR,3,10,11.020408163265307,10.455696202531646,16.757128850819985
ZnSe_NIR,3,11,11.122448979591837,10.455696202531646,16.961347136187783
ZnSe_NIR,3,12,11.224489795918368,10.455696202531646,17.165574763325324
ZnSe_NIR,3,13,11.326530612244898,10.455696202531646,17.369797476808007
ZnSe_NIR,3,14,11.428571428571429,10.455696202531646,17.573986508865495
ZnSe_NIR,3,15,11.53061224489796,10.455696202531646,17.778087468246685
ZnSe_NIR,3,16,11.63265306122449,10.455696202531646,17.98200088660469
ZnSe_NIR,3,17,11.73469387755102,10.455696202531646,18.185547543730916
ZnSe_NIR,3,18,11.83673469387755,10.455696202531646,18.388404854569803
ZnSe_NIR,3,19,11.938775510204081,10.455696202531646,18.590055462423244
ZnSe_NIR,3,20,12.040816326530612,10.455696202531646,18.789318891590927
ZnSe_NIR,3,21,12.142857142857142,10.455696202531646,18.984074959943335
ZnSe_NIR,3,22,12.244897959183675,10.455696202531646,19.169620416295725
ZnSe_NIR,3,23,12.346938775510203,10.455696202531646,19.33376017315848
ZnSe_NIR,3,24,12.448979591836736,10.455696202531646,19.425727241497995
ZnSe_NIR,3,25,12.551020408163264,10.455696202531646,18.947992622772727
ZnSe_NIR,3,26,12.653061224489797,10.455696202531646,19.23629031082471
ZnSe_NIR,3,27,12.755102040816327,10.455696202531646,19.521414049354085
ZnSe_NIR,3,28,12.857142857142858,10.455696202531646,19.80382693138453
ZnSe_NIR,3,29,12.959183673469388,10.455696202531646,20.08313699605162
ZnSe_NIR,3,30,13.061224489795919,10.455696202531646,20.358259678044192
ZnSe_NIR,3,31,13.16326530612245,10.455696202531646,20.623485950093666
ZnSe_NIR,3,32,13.26530612244898,10.455696202531646,20.84732513924996
ZnSe_NIR,3,33,13.36734693877551,10.455696202531646,20.70809637396196
ZnSe_NIR,3,34,13.46938775510204,10.455696202531646,20.994174420323013
ZnSe_NIR,3,35,13.571428571428571,10.455696202531646,21.27308207010296
ZnSe_NIR,3,36,13.673469387755102,10.455696202531646,21.425776795975747
ZnSe_NIR,3,37,13.775510204081632,10.455696202531646,21.517981913985956
ZnSe_NIR,3,38,13.877551020408163,10.455696202531646,21.781087110099563
ZnSe_NIR,3,39,13.979591836734695,10.455696202531646,21.83403334114827
ZnSe_NIR,3,40,14.081632653061224,10.455696202531646,22.07991583614232
ZnSe_NIR,3,41,14.183673469387756,10.455696202531646,22.190711518577015
ZnSe_NIR,3,42,14.285714285714285,10.455696202531646,22.30091601271979
ZnSe_NIR,3,43,14.387755102040817,10.455696202531646,22.432373667548262
ZnSe_NIR,3,44,14.489795918367347,10.455696202531646,22.578748241610146
ZnSe_NIR,3,45,14.591836734693878,10.455696202531646,22.73587942826645
ZnSe_NIR,3,46,14.693877551020408,10.455696202531646,22.901870129059404
ZnSe_NIR,3,47,14.795918367346939,10.455696202531646,23.071521770020645
ZnSe_NIR,3,48,14.89795918367347,10.455696202531646,23.17862398910172
ZnSe_NIR,3,49,15.0,10.455696202531646,23.30286950684805
ZnSe_NIR,4,0,10.0,10.60759493670886,14.715707091893954
ZnSe_NIR,4,1,10.10204081632653,10.60759493670886,14.91980838616473
ZnSe_NIR,4,2,10.204081632653061,10.60759493670886,15.12391461706886
ZnSe_NIR,4,3,10.306122448979592,10.60759493670886,15.3280269293261
ZnSe_NIR,4,4,10.408163265306122,10.60759493670886,15.53214667288501
ZnSe_NIR,4,5,10.510204081632653,10.60759493670886,15.736277352488575
ZnSe_NIR,4,6,10.612244897959183,10.60759493670886,15.940417934298733
ZnSe_NIR,4,7,10.714285714285714,10.60759493670886,16.144571656762302
ZnSe_NIR,4,8,10.816326530612244,10.60759493670886,16.348740501085963
ZnSe_NIR,4,9,10.918367346938776,10.60759493670886,16.552926056924207
ZnSe_NIR,4,10,11.020408163265307,10.60759493670886,16.757128850819985
ZnSe_NIR,4,11,11.122448979591837,10.60759493670886,16.961347136187783
ZnSe_NIR,4,12,11.224489795918368,10.60759493670886,17.165574763325324
ZnSe_NIR,4,13,11.326530612244898,10.60759493670886,17.369797476808007
ZnSe_NIR,4,14,11.428571428571429,10.60759493670886,17.573986508865495
ZnSe_NIR,4,15,11.53061224489796,10.60759493670886,17.778087468246685
ZnSe_NIR,4,16,11.63265306122449,10.60759493670886,17.98200088660469
ZnSe_NIR,4,17,11.73469387755102,10.60759493670886,18.185547543730916
ZnSe_NIR,4,18,11.83673469387755,10.60759493670886,18.388404854569803
ZnSe_NIR,4,19,11.938775510204081,10.60759493670886,18.590055462423244
ZnSe_NIR,4,20,12.040816326530612,10.60759493670886,18.789318891590927
ZnSe_NIR,4,21,12.142857142857142,10.60759493670886,18.984074959943335
ZnSe_NIR,4,22,12.244897959183675,10.60759493670886,19.169620416295725
ZnSe_NIR,4,23,12.346938775510203,10.60759493670886,19.33376017315848
ZnSe_NIR,4,24,12.448979591836736,10.60759493670886,19.425727241497995
ZnSe_NIR,4,25,12.551020408163264,10.60759493670886,18.947992622772727
ZnSe_NIR,4,26,12.653061224489797,10.60759493670886,19.23629031082471
ZnSe_NIR,4,27,12.755102040816327,10.60759493670886,19.521414049354085
ZnSe_NIR,4,28,12.857142857142858,10.60759493670886,19.80382693138453
ZnSe_NIR,4,29,12.959183673469388,10.60759493670886,20.08313699605162
ZnSe_NIR,4,30,13.061224489795919,10.60759493670886,20.358259678044192
ZnSe_NIR,4,31,13.16326530612245,10.60759493670886,20.623485950093666
ZnSe_NIR,4,32,13.26530612244898,10.60759493670886,20.84732513924996
ZnSe_NIR,4,33,13.36734693877551,10.60759493670886,20.70809637396196
ZnSe_NIR,4,34,13.46938775510204,10.60759493670886,20.994174420323013
ZnSe_NIR,4,35,13.571428571428571,10.60759493670886,21.27308207010296
ZnSe_NIR,4,36,13.673469387755102,10.60759493670886,21.425776795975747
ZnSe_NIR,4,37,13.775510204081632,10.60759493670886,21.517981913985956
ZnSe_NIR,4,38,13.877551020408163,10.60759493670886,21.781087110099563
ZnSe_NIR,4,39,13.979591836734695,10.60759493670886,21.83403334114827
ZnSe_NIR,4,40,14.081632653061224,10.60759493670886,22.07991583614232
ZnSe_NIR,4,41,14.183673469387756,10.60759493670886,22.190711518577015
ZnSe_NIR,4,42,14.285714285714285,10.60759493670886,22.30091601271979
ZnSe_NIR,4,43,14.387755102040817,10.60759493670886,22.432373667548262
ZnSe_NIR,4,44,14.489795918367347,10.60759493670886,22.578748241610146
ZnSe_NIR,4,45,14.591836734693878,10.60759493670886,22.73587942826645
ZnSe_NIR,4,46,14.693877551020408,10.60759493670886,22.901870129059404
ZnSe_NIR,4,47,14.795918367346939,10.60759493670886,23.071521770020645
ZnSe_NIR,4,48,14.89795918367347,10.60759493670886,23.17862398910172
ZnSe_NIR,4,49,15.0,10.60759493670886,23.30286950684805
ZnSe_NIR,5,0,10.0,10.759493670886076,14.715707091893954
ZnSe_NIR,5,1,10.10204081632653,10.759493670886076,14.91980838616473
ZnSe_NIR,5,2,10.204081632653061,10.759493670886076,15.12391461706886
ZnSe_NIR,5,3,10.306122448979592,10.759493670886076,15.3280269293261
ZnSe_NIR,5,4,10.408163265306122,10.759493670886076,15.53214667288501
ZnSe_NIR,5,5,10.510204081632653,10.759493670886076,15.736277352488575
ZnSe_NIR,5,6,10.612244897959183,10.759493670886076,15.940417934298733
ZnSe_NIR,5,7,10.714285714285714,10.759493670886076,16.144571656762302
ZnSe_NIR,5,8,10.816326530612244,10.759493670886076,16.348740501085963
ZnSe_NIR,5,9,10.918367346938776,10.759493670886076,16.552926056924207
ZnSe_NIR,5,10,11.020408163265307,10.759493670886076,16.757128850819985
ZnSe_NIR,5,11,11.122448979591837,10.759493670886076,16.961347136187783
ZnSe_NIR,5,12,11.224489795918368,10.759493670886076,17.165574763325324
ZnSe_NIR,5,13,11.326530612244898,10.759493670886076,17.369797476808007
ZnSe_NIR,5,14,11.428571428571429,10.759493670886076,17.573986508865495
ZnSe_NIR,5,15,11.53061224489796,10.759493670886076,17.778087468246685
ZnSe_NIR,5,16,11.63265306122449,10.759493670886076,17.98200088660469
ZnSe_NIR,5,17,11.73469387755102,10.759493670886076,18.185547543730916
ZnSe_NIR,5,18,11.83673469387755,10.759493670886076,18.388404854569803
ZnSe_NIR,5,19,11.938775510204081,10.759493670886076,18.590055462423244
ZnSe_NIR,5,20,12.040816326530612,10.759493670886076,18.789318891590927
