I_wm2,Wav_cm3_fs,Wpi_cm3_fs,diagnostic_only,ne_total_cm3,time_s
18180457589.98461,1.7048867652026724e-79,3.76315720763463e-26,True,5.0956554667467953e-26,-2.3659621802002226e-13
19841696017.66752,5.335854680497755e-79,6.359108729478763e-26,True,8.629135573491374e-26,-2.359288097886541e-13
21649381948.195957,1.6554471232181293e-78,1.0729920824151286e-25,True,1.4550891321369707e-25,-2.352614015572859e-13
23615923978.51003,5.19053843056032e-78,1.80781154814394e-25,True,2.466939085938756e-25,-2.345939933259177e-13
25754736479.883247,1.6093918211168556e-77,3.0413483064417354e-25,True,4.159652311621555e-25,-2.3392658509454953e-13
28080317106.474434,4.9439268532441334e-77,5.1089957711588325e-25,True,6.982158540820117e-25,-2.3325917686318135e-13
30608329935.913467,1.5354637431807273e-76,8.56961476152451e-25,True,1.1785680335196891e-24,-2.3259176863181317e-13
33355694623.250347,4.7165726251051583e-76,1.4353024549178546e-24,True,1.9787136968320056e-24,-2.3192436040044494e-13
36340681973.21973,1.4346382461999157e-75,2.400390672112397e-24,True,3.306201794835417e-24,-2.3125695216907676e-13
39583016360.69257,4.413449264899779e-75,4.0084530517842964e-24,True,5.5563464601391424e-24,-2.305895439377086e-13
43103985455.460045,1.3430723796696939e-74,6.68387086076943e-24,True,9.288502167387388e-24,-2.299221357063404e-13
46926557735.18693,4.045083773122642e-74,1.1128475409110214e-23,True,1.5449310534198504e-23,-2.292547274749722e-13
51075508299.55048,1.2326202328159071e-73,1.8501190001021923e-23,True,2.5850145324399093e-23,-2.2858731924360403e-13
55577553529.289185,3.716051329387299e-73,3.0712843626850435e-23,True,4.302747201989225e-23,-2.2791991101223585e-13
60461495166.21957,1.1082264498899344e-72,5.09092578440394e-23,True,7.124091778826309e-23,-2.2725250278086767e-13
65758374424.28222,3.344985265942109e-72,8.426163448490916e-23,True,1.1867965134037064e-22,-2.2658509454949946e-13
71501636777.43619,9.99021062438183e-72,1.392577463124917e-22,True,1.9669078883314298e-22,-2.2591768631813128e-13
77727308107.79326,2.950166495743551e-71,2.2980804011060614e-22,True,3.2418367501476587e-22,-2.2525027808676307e-13
84474182936.85449,8.820111978453802e-71,3.7867571105981727e-22,True,5.376872534410829e-22,-2.245828698553949e-13
91784025504.14238,2.609633530838359e-70,6.23054523391776e-22,True,8.872804302957355e-22,-2.239154616240267e-13
99701784501.00513,7.635148493621418e-70,1.0236253385714647e-21,True,1.4561696321094154e-21,-2.2324805339265853e-13
108275822312.97345,2.2598010042156948e-69,1.6792384706045683e-21,True,2.4039423301294162e-21,-2.2258064516129035e-13
117558159671.83327,6.623654221289685e-69,2.7506801682827354e-21,True,3.949818399020949e-21,-2.2191323692992217e-13
127604736668.68173,1.9201344215194663e-68,4.499084915884925e-21,True,6.454864207012783e-21,-2.2124582869855399e-13
138475691131.6548,5.625793208514078e-68,7.347924008160702e-21,True,1.0606199774948494e-20,-2.2057842046718578e-13
150235655426.90143,1.633542226111992e-67,1.1982887847536886e-20,True,1.7351353835127542e-20,-2.199110122358176e-13
162954072798.7912,4.691980542406775e-67,1.9512580383352198e-20,True,2.82358055912094e-20,-2.192436040044494e-13
176705534425.35156,1.3608682712013428e-66,3.172665515665032e-20,True,4.6178270131583696e-20,-2.185761957730812e-13
191570138427.63086,3.9145245793272076e-66,5.15098449422329e-20,True,7.521947487949773e-20,-2.1790878754171303e-13
207633872137.19568,1.1140191527356117e-65,8.350501740358127e-20,True,1.2188546506138207e-19,-2.1724137931034485e-13
224989018994.2429,3.1986630019550597e-65,1.3517341016472898e-19,True,1.9840758640710704e-19,-2.1657397107897667e-13
243734591520.18396,9.114755428104426e-65,2.184873723737204e-19,True,3.217870901736405e-19,-2.1590656284760849e-13
263976791882.77634,2.5700554029423905e-64,3.5262880516071667e-19,True,5.192100151424539e-19,-2.1523915461624028e-13
285829501649.33105,7.305371508672961e-64,5.682842258673502e-19,True,8.412446567459428e-19,-2.145717463848721e-13
309414802404.16327,2.0621951954860782e-63,9.144706868649232e-19,True,1.3584668145073023e-18,-2.1390433815350392e-13
334863528990.21484,5.761123715189228e-63,1.4693672229010323e-18,True,2.182601088166916e-18,-2.132369299221357e-13
362315857222.13074,1.6212086919530752e-62,2.357475992687558e-18,True,3.519901272225613e-18,-2.1256952169076753e-13
391921928008.58234,4.533511537965065e-62,3.776770375825851e-18,True,5.6594245291586784e-18,-2.1190211345939935e-13
423842509915.8436,1.2548399859454451e-61,6.0415761543622655e-18,True,9.054127580354521e-18,-2.1123470522803117e-13
458249702302.27075,3.495906001896183e-61,9.650199660330239e-18,True,1.4533943555127587e-17,-2.1056729699666299e-13
495327681254.70264,9.684146793304912e-61,1.5391420906152164e-17,True,2.326692950319796e-17,-2.098998887652948e-13
535273490662.7343,2.655751910119633e-60,2.4511929643511428e-17,True,3.706470731697663e-17,-2.092324805339266e-13
578297880875.7168,7.324976184446796e-60,3.897917641644019e-17,True,5.922185404686821e-17,-2.0856507230255842e-13
624626197499.7684,2.010070073912393e-59,6.189337806992765e-17,True,9.4395261288168e-17,-2.078976640711902e-13
674499323008.6205,5.461428667086019e-59,9.813232415639812e-17,True,1.4973284115125197e-16,-2.0723025583982203e-13
728174673962.3794,1.49135079036553e-58,1.5535897707699371e-16,True,2.38136963116091e-16,-2.0656284760845385e-13
785927256752.5634,4.054018927781096e-58,2.45593569393839e-16,True,3.779256791365402e-16,-2.0589543937708567e-13
848050784920.0258,1.0913053272034373e-57,3.8766268462354575e-16,True,5.969210564547498e-16,-2.0522803114571748e-13
914858861224.4719,2.9504076903977445e-57,6.110086750032599e-16,True,9.44971385190905e-16,-2.045606229143493e-13
986686227780.6016,7.944867631208179e-57,9.6160590777299e-16,True,1.4931673718919001e-15,-2.0389321468298112e-13
1063890087715.9846,2.1188938550392333e-56,1.5111349082486405e-15,True,2.3483396505738915e-15,-2.0322580645161292e-13
1146851501949.9814,5.671715397502046e-56,2.3711865454080655e-15,True,3.700482142752851e-15,-2.0255839822024473e-13
1235976864841.2131,1.5129183622377605e-55,3.715220326308027e-15,True,5.821799811492465e-15,-2.0189098998887653e-13
1331699462603.0405,3.997576181382812e-55,5.812457549043757e-15,True,9.116957992121233e-15,-2.0122358175750835e-13
1434481118542.6858,1.0594454185522213e-54,9.08011568142861e-15,True,1.4300346713100364e-14,-2.0055617352614017e-13
1544813929339.2131,2.799457685874452e-54,1.4163785338423655e-14,True,2.2400285670671963e-14,-1.9988876529477198e-13
1663222096739.3687,7.328425161994816e-54,2.206092191156892e-14,True,3.4928899055311196e-14,-1.992213570634038e-13
1790263859217.5125,1.9229860015456576e-53,3.431028652950735e-14,True,5.453611926131693e-14,-1.9855394883203562e-13
1926533528316.5974,5.033424924406579e-53,5.328210796108664e-14,True,8.505467773390815e-14,-1.9788654060066744e-13
2072663634561.7996,1.3054273382555828e-52,8.26218312749215e-14,True,1.320585819406967e-13,-1.9721913236929923e-13
2229327188015.596,3.3916317802390215e-52,1.2792770241202646e-13,True,2.052447860536119e-13,-1.9655172413793105e-13
2397240058724.5454,8.793996428745607e-52,1.9778381395120207e-13,True,3.1870734385387705e-13,-1.9588431590656285e-13
2577163482491.1675,2.259564287913971e-51,3.0533265791652285e-13,True,4.927153111283457e-13,-1.9521690767519466e-13
2769906697591.689,5.812701302678324e-51,4.706652469885028e-13,True,7.622740310348766e-13,-1.9454949944382648e-13
2976329718248.9834,1.4929447766793333e-50,7.244482505099848e-13,True,1.1785175195685716e-12,-1.938820912124583e-13
3197346250862.2397,3.8003929769987167e-50,1.1134198646658196e-12,True,1.8141538300428312e-12,-1.9321468298109012e-13
3433926759188.0693,9.68023263880981e-50,1.7087043436500772e-12,True,2.7938434988069823e-12,-1.9254727474972194e-13
3687101684863.506,2.4628489661843693e-49,2.6183713560888788e-12,True,4.300619540671987e-12,-1.9187986651835376e-13
3957964829858.37,6.21106409503438e-49,4.006377961071224e-12,True,6.591765235660746e-12,-1.9121245828698555e-13
4247676907642.095,1.5665124218380595e-48,6.121092649053606e-12,True,1.0105222382654762e-11,-1.9054505005561737e-13
4557469270049.694,3.947937262426042e-48,9.338182234517728e-12,True,1.5487379428787403e-11,-1.8987764182424916e-13
4888647817029.775,9.863683964736339e-48,1.4224994028823087e-11,True,2.3636321593416988e-11,-1.8921023359288098e-13
5242597096657.804,2.463337836139894e-47,2.163705731516467e-11,True,3.606977547899887e-11,-1.885428253615128e-13
5620784602995.131,6.149545583151307e-47,3.286250399523504e-11,True,5.503991223203927e-11,-1.8787541713014462e-13
6024765279573.057,1.5221235200288932e-46,4.983786860162211e-11,True,8.363914297086689e-11,-1.8720800889877644e-13
6456186236476.08,3.764073261178141e-46,7.547004704202127e-11,True,1.2705615268026475e-10,-1.8654060066740826e-13
6916791689193.553,9.308036184527247e-46,1.1411589226501742e-10,True,1.9303291758275533e-10,-1.8587319243604005e-13
7408428127598.5,2.2824447493184554e-45,1.7229552120353736e-10,True,2.920732561065865e-10,-1.8520578420467187e-13
7933049723602.225,5.5890504183744045e-45,2.597515768448154e-10,True,4.4167581291767283e-10,-1.845383759733037e-13
8492723986214.742,1.369043779391138e-44,3.9101979357938826e-10,True,6.680975125983917e-10,-1.838709677419355e-13
9089637672921.893,3.3257709922855595e-44,5.877540559808695e-10,True,1.0065319755381238e-09,-1.832035595105673e-13
9726102966462.588,8.064284038922359e-44,8.821630616199666e-10,True,1.5151937424867222e-09,-1.8253615127919912e-13
10404563926256.93,1.9566938046022416e-43,1.322082151743475e-09,True,2.281939810535846e-09,-1.8186874304783094e-13
11127603223896.334,4.7089947426937286e-43,1.978446692032635e-09,True,3.423087326081259e-09,-1.8120133481646276e-13
11897949172258.207,1.1306897066702128e-42,2.956287035380079e-09,True,5.129680973492068e-09,-1.8053392658509455e-13
12718483057951.873,2.717544935073304e-42,4.410879336460565e-09,True,7.691754258351165e-09,-1.7986651835372637e-13
13592246786934.867,6.479030396754364e-42,6.571433031177747e-09,True,1.1488519737599813e-08,-1.791991101223582e-13
14522450853262.023,1.5405398818419611e-41,9.775777833247416e-09,True,1.7138436780264137e-08,-1.7853170189099e-13
15512482641039.365,3.667592229606446e-41,1.4521078890469372e-08,True,2.558612747377393e-08,-1.7786429365962183e-13
16565915069754.047,8.66243465880497e-41,2.1537870867204894e-08,True,3.8051077754203783e-08,-1.7719688542825362e-13
17686515593233.2,2.039653689291537e-40,3.1897964604108524e-08,True,5.6508238376978924e-08,-1.7652947719688544e-13
18878255562555.5,4.809921195807368e-40,4.7171478732445383e-08,True,8.399293197269984e-08,-1.7586206896551726e-13
20145319963288.29,1.1254347172234482e-39,6.965500411636951e-08,True,1.243734727402e-07,-1.7519466073414908e-13
21492117537459.883,2.6241946754145406e-39,1.027026057846007e-07,True,1.838709470834235e-07,-1.7452725250278087e-13
22923291300691.125,6.12984781125891e-39,1.5120526319420704e-07,True,2.721078375726011e-07,-1.7385984427141269e-13
24443729464905.23,1.4208666172779258e-38,2.2228423146229181e-07,True,4.0118770296079115e-07,-1.731924360400445e-13
26058576777009.016,3.280907446474162e-38,3.262922057636921e-07,True,5.904407659390962e-07,-1.7252502780867632e-13
27773246283888.59,7.591340810460637e-38,4.782566713700625e-07,True,8.699626621377851e-07,-1.7185761957730812e-13
29593431533989.906,1.7431762829543025e-37,6.999574852405265e-07,True,1.2771081671211396e-06,-1.7119021134593994e-13
31525119225653.91,3.986139173880611e-37,1.0229127006045436e-06,True,1.8711239237737975e-06,-1.7052280311457176e-13
33574602312249.16,9.135801384535143e-37,1.4926629665073613e-06,True,2.7448750372460315e-06,-1.6985539488320357e-13
35748493573990.01,2.078196806285603e-36,2.174909638982068e-06,True,4.012076038311981e-06,-1.691879866518354e-13
38053739666140.86,4.7062366872935154e-36,3.1642948579985276e-06,True,5.851846191469633e-06,-1.6852057842046719e-13
40497635653089.58,1.068406478244074e-35,4.596941050298481e-06,True,8.546889979304126e-06,-1.67853170189099e-13
43087840037523.11,2.40764149463163e-35,6.66833145899022e-06,True,1.2438649762543224e-05,-1.6718576195773082e-13
45832390293647.67,5.39958303405375e-35,9.658766612148917e-06,True,1.8061281013684895e-05,-1.6651835372636264e-13
48739718913076.81,1.2142006554237144e-34,1.39695497144381e-05,True,2.6263851425843765e-05,-1.6585094549499444e-13
51818669971646.305,2.7105611183992583e-34,2.0174341957635765e-05,True,3.805757946202469e-05,-1.6518353726362625e-13
55078516225013.89,6.020245480370175e-34,2.909193280006881e-05,True,5.501367730196664e-05,-1.6451612903225807e-13
58528976740459.125,1.3409448754254645e-33,4.188919294940392e-05,True,7.964796577435665e-05,-1.638487208008899e-13
62180235071809.06,2.965454900609361e-33,6.022649955014732e-05,True,0.00011491432584244992,-1.631813125695217e-13
66042957983890.695,6.522860638447254e-33,8.646283151011097e-05,True,0.00016537143052597057,-1.625139043381535e-13
70128314732323.28,1.439131114500061e-32,0.00012394456266142469,True,0.00023837360900726644,-1.6184649610678532e-13
74447996903850.39,3.1527585477769264e-32,0.0001774114679478792,True,0.00034243136648629246,-1.6117908787541714e-13
79014238821722.06,6.8680645381987e-32,0.0002535666154799613,True,0.0004905905687620993,-1.6051167964404896e-13
83839838519924.33,1.5009329047956421e-31,0.00036187503456786165,True,0.0007040607182273437,-1.5984427141268075e-13
88938179289260.67,3.257316352183019e-31,0.0005156812307141316,True,0.0010070256765456805,-1.5917686318131257e-13
94323251797472.53,7.027574920896658e-31,0.0007337703667689007,True,0.001436309560874428,-1.585094549499444e-13
100009676784679.31,1.5212346506839945e-30,0.0010425458007551022,True,0.002052257182643667,-1.578420467185762e-13
106012728334483.81,3.270405544385568e-30,0.0014790615111657706,True,0.0029226478540763925,-1.5717463848720803e-13
112348357720088.36,6.988017195478168e-30,0.0020952383441324614,True,0.004150002036787006,-1.5650723025583982e-13
119033217823684.8,1.4983308565336202e-29,0.0029637169401473353,True,0.005903702526061272,-1.5583982202447164e-13
126084688126283.94,3.1909379467712884e-29,0.0041859697857158686,True,0.008371103212275797,-1.5517241379310346e-13
133520900263938.06,6.752776171156572e-29,0.005903526526048676,True,0.011833718742510227,-1.5450500556173528e-13
141360764145083.25,1.4341626878842125e-28,0.008313482679749193,True,0.016760596050183207,-1.5383759733036707e-13
149623994622397.25,3.0256092953918343e-28,0.011689892175416482,True,0.023662492636442847,-1.531701890989989e-13
158331138711214.0,6.341517947690241e-28,0.016413229022605152,True,0.03330183287094546,-1.525027808676307e-13
167503603345068.56,1.3340463552481725e-27,0.02301089715399257,True,0.046959998554289104,-1.5183537263626253e-13
177163683657468.0,2.7879678193904562e-27,0.03221284278118311,True,0.0660102258957896,-1.5116796440489432e-13
187334591777381.62,5.787475614986492e-27,0.045027777923899615,True,0.0924890437998514,-1.5050055617352614e-13
198040486124336.0,1.2059460301513022e-26,0.06284748737052609,True,0.1298499048753064,-1.4983314794215796e-13
209306501187266.47,2.4965817729384515e-26,0.08758933805441672,True,0.18173401871056782,-1.4916573971078978e-13
221158777769526.62,5.134076768943248e-26,0.12189067130157683,True,0.25353258246799293,-1.484983314794216e-13
233624493680611.97,1.059429194745005e-25,0.16937354260987764,True,0.35434921361866406,-1.478309232480534e-13
246731894853247.0,2.1726495624606296e-25,0.23500468944571196,True,0.4937838548125466,-1.471635150166852e-13
260510326862533.66,4.426392872781395e-25,0.32558419672880823,True,0.6859101011866081,-1.4649610678531703e-13
274990266821805.75,8.9895636336057e-25,0.4504078088697661,True,0.9514047948792159,-1.4582869855394885e-13
290203355627759.56,1.792233304571138e-24,0.6221631525279442,True,1.3076777921980425,-1.4516129032258064e-13
306182430525257.4,3.5736144082091475e-24,0.8581405326547417,True,1.7977049062305068,-1.4449388209121246e-13
322961557960013.25,7.132465783722815e-24,1.1818660862184922,True,2.4728576919964023,-1.4382647385984428e-13
340576066685045.94,1.4234855385218978e-23,1.6253010774611993,True,3.4019204860649332,-1.431590656284761e-13
359062581084506.06,2.838574737213803e-23,2.2317988188970155,True,4.678641664423672,-1.4249165739710791e-13
378459054676068.4,5.652097913501494e-23,3.0600737978107184,True,6.430579027567469,-1.418242491657397e-13
398804803750635.1,1.1231750235455921e-22,4.189520902753571,True,8.830762805760719,-1.4115684093437153e-13
420140541105649.44,2.226773143400776e-22,5.727332467453295,True,12.11421797274849,-1.4048943270300335e-13
442508409825718.8,4.403480951561147e-22,7.818005362615816,True,16.59938462716237,-1.3982202447163516e-13
465952017061750.5,8.683739528788378e-22,10.656020196504901,True,22.716294356658462,-1.3915461624026696e-13
490516467757104.44,1.7076118303618845e-21,14.502723608031022,True,31.047202402889486,-1.3848720800889878e-13
516248398266695.44,3.348130637772624e-21,19.70877047592198,True,42.37664112079352,-1.378197997775306e-13
543196009812217.4,6.545101264709682e-21,26.743908643486385,True,57.760985067418446,-1.3715239154616241e-13
571409101714022.1,1.2755862498320133e-20,36.23644414350099,True,78.62054123458644,-1.364849833147942e-13
600939104337388.0,2.4783721608068563e-20,49.025448080413085,True,106.86185774403509,-1.3581757508342603e-13
631839111688234.8,4.800372273828443e-20,66.22970631368176,True,145.04036967030373,-1.3515016685205784e-13
664163913590502.5,9.268921863984984e-20,89.33863272684862,True,196.57652999876487,-1.3448275862068966e-13
697970027374701.0,1.7841161843241957e-19,120.33194655507516,True,266.0405710390642,-1.3381535038932148e-13
733315729004362.8,3.423357715742574e-19,161.83695662055,True,359.5301636571288,-1.3314794215795328e-13
770261083564325.8,6.548072757720058e-19,217.33493121030799,True,485.1683497028213,-1.324805339265851e-13
808867975032098.2,1.2485459635317336e-18,291.43142809521686,True,653.7596892573199,-1.3181312569521691e-13
849200135250742.1,2.3731417829518753e-18,390.2098260566186,True,879.6532410063295,-1.3114571746384873e-13
891323172019101.9,4.496450144918229e-18,521.6929048481898,True,1181.8761920363568,-1.3047830923248053e-13
935304596212428.0,8.492626526830179e-18,696.4445031732148,True,1585.6202013851555,-1.2981090100111234e-13
981213847843965.6,1.5989679837053108e-17,928.3524710071634,True,2124.1869731242227,-1.2914349276974416e-13
1029122320975319.1,3.000976605024601e-17,1235.645861340678,True,2841.5316485932417,-1.2847608453837598e-13
1079103387381077.2,5.614489989395331e-17,1642.2142531742193,True,3795.5814859204065,-1.278086763070078e-13
1131232418870573.0,1.0470867037144382e-16,2179.3161105717177,True,5062.5589421838085,-1.271412680756396e-13
1185586808167382.0,1.9466125052473833e-16,2887.787223489226,True,6742.605754828122,-1.264738598442714e-13
1242245988244859.2,3.6074546691984257e-16,3820.89087170779,True,8967.085926463342,-1.2580645161290323e-13
1301291450013742.8,6.664179781526945e-16,5047.990057586633,True,11908.052912474825,-1.2513904338153505e-13
1362806758255897.8,1.22720465118219e-15,6659.2710249636375,True,15790.506056710145,-1.2447163515016684e-13
1426877565696150.2,2.2527438298181124e-15,8771.808876189532,True,20908.22866290346,-1.2380422691879866e-13
1493591625102473.5,4.122219968823829e-15,11537.343584480766,True,27644.21984265111,-1.2313681868743048e-13
1563038799302878.8,7.519260257560105e-15,15152.231990985494,True,36497.01707316771,-1.224694104560623e-13
1635311069005999.5,1.367236883315649e-14,19870.163308589206,True,48114.54533096761,-1.2180200222469412e-13
1710502538310740.0,2.4782045442984842e-14,26018.378178746716,True,63337.57106411247,-1.211345939933259e-13
1788709437789278.2,4.477703646379496e-14,34018.3217567313,True,83255.41034712626,-1.2046718576195773e-13
1870030125026511.0,8.064890294161797e-14,44411.89860084267,True,109277.21600863278,-1.1979977753058955e-13
1954565082498215.8,1.4479933124798048e-13,57894.792282423055,True,143223.0445968774,-1.1913236929922137e-13
2042416912669450.0,2.591550692149663e-13,75358.679008202,True,187440.03067999397,-1.1846496106785316e-13
2133690330194264.5,4.623576300855315e-13,97944.61846682259,True,244950.32022980196,-1.1779755283648498e-13
2228492151097591.0,8.222835105007067e-13,127110.46640364685,True,319639.1210867107,-1.171301446051168e-13
2326931278819920.0,1.4577748474988998e-12,164715.8461347586,True,416493.4147978037,-1.1646273637374862e-13
2429118687005903.0,2.576230699376342e-12,213129.06941982624,True,541904.4278921109,-1.157953281423804e-13
2535167398918102.5,4.538418547997241e-12,275361.4459393875,True,704050.2282236053,-1.1512791991101223e-13
2645192463358200.5,7.969845884628794e-12,355235.70735318784,True,913378.9845512758,-1.1446051167964405e-13
2759310926978557.5,1.3951502851620183e-11,457596.8473659703,True,1183218.2708841106,-1.1379310344827587e-13
2877641802868647.5,2.4345451034751844e-11,588575.604296145,True,1530541.9487159746,-1.1312569521690769e-13
3000306035302128.5,4.234874158080364e-11,755917.1601748889,True,1976933.990457572,-1.1245828698553948e-13
3127426460532383.5,7.343264179758804e-11,969390.4872695433,True,2549797.6392568,-1.117908787541713e-13
3259127763526333.5,1.2692986880200102e-10,1241297.242528362,True,3283869.6824803785,-1.1112347052280312e-13
3395536430528950.5,2.1870798229552718e-10,1587103.315501714,True,4223114.061534125,-1.1045606229143494e-13
3536780697353526.0,3.756571568867023e-10,2026221.221129965,True,5423085.597743348,-1.0978865406006673e-13
3682990493295946.5,6.431984843563133e-10,2582977.6670134193,True,6953875.305998121,-1.0912124582869855e-13
3834297380574783.0,1.0978038749072243e-09,3287808.0175543893,True,8903774.95999472,-1.0845383759733037e-13
3990834489202480.0,1.867802769467757e-09,4178728.262165066,True,11383828.403082656,-1.0778642936596219e-13
4152736447197475.5,3.1678466532562297e-09,5303167.792036953,True,14533478.818290265,-1.07119021134594e-13
4320139306051208.5,5.355801572369755e-09,6720112.921094949,True,18527552.611659326,-1.064516129032258e-13
4493180461369101.5,9.02633477248137e-09,8502943.092297927,True,23584869.58507089,-1.0578420467185762e-13
4671998568609649.0,1.516440013084463e-08,10742697.295080874,True,29978918.30778148,-1.0511679644048943e-13
4856733453851410.0,2.5396037490444838e-08,13552163.45884136,True,38050952.858250126,-1.0444938820912125e-13
5047526019523534.0,4.239686507657424e-08,17070844.68110137,True,48226115.38478775,-1.0378197997775305e-13
5244518145041960.0,7.055514685596961e-08,21471003.13242665,True,61033214.70789261,-1.0311457174638487e-13
5447852582299887.0,1.1704447990664097e-07,26965002.175947353,True,77128961.89294158,-1.0244716351501668e-13
5657672845968326.0,1.9355329826469963e-07,33814209.3435224,True,97327611.2230837,-1.017797552836485e-13
5874123098569840.0,3.1906394592037733e-07,42339772.29350502,True,122637146.20060883,-1.011123470522803e-13
6097348030296394.0,5.243032079477889e-07,52935637.89172212,True,154303386.14413026,-1.0044493882091212e-13
6327492733550542.0,8.588455123231098e-07,66084252.416747324,True,193863651.8484478,-9.977753058954393e-14
6564702572197240.0,1.4024114721006987e-06,82375460.06900956,True,243211940.21459994,-9.911012235817575e-14
6809123045522932.0,2.2827788895662546e-06,102529209.1219772,True,304677949.62187755,-9.844271412680757e-14
7060899646907412.0,3.7040799930525503e-06,127422782.05125968,True,381122729.8854583,-9.777530589543937e-14
7320177717223425.0,5.991355769769309e-06,158123389.88886577,True,476054235.66969305,-9.710789766407118e-14
7587102292989301.0,9.66046939981566e-06,195927114.1774931,True,593766698.4400858,-9.6440489432703e-14
7861817949309341.0,1.5527439883639024e-05,242405344.79083255,True,739508428.7344534,-9.577308120133482e-14
8144468637647853.0,2.4878839964810452e-05,299460051.341543,True,919683462.4472517,-9.510567296996661e-14
8435197518492932.0,3.9736460106800316e-05,369389442.98657995,True,1142093477.2078328,-9.443826473859843e-14
8734146788977631.0,6.326698717207828e-05,454965819.49971527,True,1416227506.0748796,-9.377085650723025e-14
9041457505536960.0,0.0001004139862520201,559527699.1287794,True,1753608221.3418026,-9.310344827586207e-14
9357269401691088.0,0.00015886948553274003,687088629.8806884,True,2168205139.399156,-9.243604004449389e-14
9681720701056740.0,0.00025056254918698865,842465454.6361341,True,2676926802.265561,-9.176863181312568e-14
1.0014947925700778e+16,0.00039393210824502844,1031429211.297986,True,3300205881.91543,-9.11012235817575e-14
1.0357085699962244e+16,0.0006173853480097043,1260882311.6553428,True,4062693561.692284,-9.043381535038932e-14
1.0708266549881298e+16,0.0009645420166589175,1539066161.6330793,True,4994082131.962855,-8.976640711902114e-14
1.1068620698386276e+16,0.001502159531033346,1875803966.0726757,True,6130077537.2909775,-8.909899888765293e-14
1.1438275856402326e+16,0.0023320680647707613,2282784108.217738,True,7513547206.434983,-8.843159065628475e-14
1.1817357010058562e+16,0.003609082739980151,2773890212.753279,True,9195872323.252274,-8.776418242491657e-14
1.220598620418229e+16,0.005567793350975139,3365584796.5635056,True,11238537736.985973,-8.709677419354839e-14
1.2604282322283116e+16,0.008562493076257057,4077354288.163951,True,13714997951.039232,-8.642936596218021e-14
1.3012360863241546e+16,0.013126484517904578,4932224159.526977,True,16712863167.321243,-8.5761957730812e-14
1.3430333714930066e+16,0.020059861139204806,5957353966.784714,True,20336455030.449722,-8.509454949944382e-14
1.385830892500767e+16,0.030558985686439086,7184723242.445842,True,24709789172.68908,-8.442714126807564e-14
1.4296390469141076e+16,0.04640680920877095,8651920423.835197,True,29980049477.87706,-8.375973303670746e-14
