0.000000	0.212225	0.038454
0.000277	0.212225	0.038455
0.000554	0.212225	0.038455
0.000831	0.212225	0.038482
0.000969	0.212225	0.038493
0.001246	0.212225	0.038476
0.001661	0.212225	0.038430
0.001800	0.212225	0.038387
0.002215	0.212225	0.038483
0.002353	0.212225	0.038493
0.002630	0.212225	0.038470
0.003046	0.212225	0.038460
0.003184	0.212225	0.038463
0.003599	0.212225	0.038468
0.003876	0.212225	0.038472
0.004153	0.212225	0.038454
0.004292	0.212225	0.038446
0.004568	0.212225	0.038452
0.004845	0.212225	0.038462
0.005261	0.212225	0.038500
0.005399	0.212225	0.038506
0.005814	0.212225	0.038443
0.006091	0.212225	0.038420
0.006230	0.212225	0.038415
0.006507	0.212225	0.038442
0.006922	0.212225	0.038460
0.007060	0.212225	0.038449
0.007476	0.212225	0.038452
0.007753	0.212225	0.038438
0.007891	0.212225	0.038436
0.008306	0.212225	0.038429
0.008445	0.212225	0.038437
0.008722	0.212225	0.038444
0.009137	0.212225	0.038464
0.009275	0.212225	0.038476
0.009691	0.212225	0.038436
0.009829	0.212225	0.038434
0.010244	0.212225	0.038436
0.010521	0.212225	0.038464
0.010660	0.212225	0.038465
0.010937	0.212225	0.038454
0.011352	0.212225	0.038473
0.011490	0.212225	0.038475
0.011906	0.212225	0.038469
0.012183	0.212225	0.038467
0.012321	0.212225	0.038467
0.012736	0.212225	0.038486
0.013013	0.212225	0.038501
0.013152	0.212225	0.038502
0.013428	0.212225	0.038498
0.013844	0.212225	0.038473
0.013982	0.212225	0.038472
0.014398	0.212225	0.038489
0.014674	0.212225	0.038466
0.014813	0.212225	0.038466
0.015090	0.212225	0.038453
0.015505	0.212225	0.038455
0.015643	0.212225	0.038459
0.016059	0.212225	0.038470
0.016197	0.212225	0.038482
0.016474	0.212225	0.038480
0.016751	0.212225	0.038478
0.017166	0.212225	0.038464
0.017305	0.212225	0.038461
0.017720	0.212225	0.038484
0.017997	0.212225	0.038492
0.018135	0.212225	0.038478
0.018551	0.212225	0.038410
0.018689	0.212225	0.038412
0.018966	0.212225	0.038417
0.019243	0.212225	0.038422
0.019658	0.212225	0.038457
0.019797	0.212225	0.038462
0.020212	0.212225	0.038464
0.020350	0.212225	0.038474
0.020627	0.212225	0.038482
0.021043	0.212225	0.038480
0.021319	0.212225	0.038490
0.021458	0.212225	0.038496
0.021873	0.212225	0.038488
0.022150	0.212225	0.038489
0.022427	0.212225	0.038479
0.022565	0.212225	0.038474
0.022842	0.212225	0.038468
0.023119	0.212225	0.038475
0.023396	0.212225	0.038482
0.023811	0.212225	0.038486
0.024088	0.212225	0.038496
0.024365	0.212225	0.038504
0.024504	0.212225	0.038504
0.024780	0.212225	0.038462
0.025196	0.212225	0.038515
0.025473	0.212225	0.038486
0.025749	0.212225	0.038454
0.026026	0.212225	0.038516
0.026165	0.212225	0.038522
0.026303	0.212225	0.038427
0.026442	0.212225	0.038474
0.026857	0.212225	0.038499
0.026995	0.212225	0.038503
0.027411	0.212225	0.038497
0.027549	0.212225	0.038503
0.027826	0.212225	0.038480
0.028241	0.212225	0.038484
0.028380	0.212225	0.038485
0.028795	0.212225	0.038475
0.029072	0.212225	0.038475
0.029210	0.212225	0.038477
0.029487	0.212225	0.038483
0.029903	0.212225	0.038507
0.030179	0.212225	0.038508
0.030318	0.212225	0.038507
0.030733	0.212225	0.038509
0.031010	0.212225	0.038514
0.031287	0.212225	0.038460
0.031425	0.212225	0.038449
0.031702	0.212225	0.038463
0.031979	0.212225	0.038470
0.032394	0.212225	0.038461
0.032671	0.212225	0.038442
0.032810	0.212225	0.038458
0.033087	0.212225	0.038465
0.033502	0.212225	0.038490
0.033640	0.212225	0.038481
0.034056	0.212225	0.038462
0.034333	0.212225	0.038453
0.034610	0.212225	0.038458
0.034748	0.212225	0.038463
0.035025	0.212225	0.038477
0.035302	0.212225	0.038484
0.035579	0.212225	0.038490
0.035994	0.212225	0.038489
0.036271	0.212225	0.038493
0.036548	0.212225	0.038475
0.036686	0.212225	0.038472
0.036963	0.212225	0.038477
0.037378	0.212225	0.038476
0.037517	0.212225	0.038469
0.037932	0.212225	0.038462
0.038070	0.212225	0.038465
0.038486	0.212225	0.038476
0.038624	0.212225	0.038476
0.039040	0.212225	0.038476
0.039178	0.212225	0.038478
0.039593	0.212225	0.038486
0.039732	0.212225	0.038488
0.040009	0.212225	0.038490
0.040424	0.212225	0.038479
0.040701	0.212225	0.038475
0.040839	0.212225	0.038480
0.041255	0.212225	0.038534
0.041531	0.212225	0.038550
0.041670	0.212225	0.038547
0.042085	0.212225	0.038531
0.042224	0.212225	0.038529
0.042500	0.212225	0.038512
0.042916	0.212225	0.038502
0.043054	0.212225	0.038493
0.043331	0.212225	0.038492
0.043608	0.212225	0.038503
0.044023	0.212225	0.038463
0.044162	0.212225	0.038464
0.044577	0.212225	0.038492
0.044715	0.212225	0.038490
0.044992	0.212225	0.038486
0.045408	0.212225	0.038492
0.045685	0.212225	0.038495
0.045961	0.212225	0.038491
0.046100	0.212225	0.038493
0.046515	0.212225	0.038516
0.046654	0.212225	0.038520
0.046930	0.212225	0.038519
0.047346	0.212225	0.038515
0.047623	0.212225	0.038519
0.047900	0.212225	0.038517
0.048038	0.212225	0.038521
0.048453	0.212225	0.038528
0.048730	0.212225	0.038548
0.048869	0.212225	0.038552
0.049145	0.212225	0.038535
0.049561	0.212225	0.038521
0.049838	0.212225	0.038512
0.050115	0.212225	0.038501
0.050253	0.212225	0.038503
0.050668	0.212225	0.038524
0.050807	0.212225	0.038518
0.051222	0.212225	0.038477
0.051499	0.212225	0.038473
0.051637	0.212225	0.038473
0.051914	0.212225	0.038481
0.052330	0.212225	0.038505
0.052468	0.212225	0.038508
0.052745	0.212225	0.038500
0.053160	0.212225	0.038478
0.053437	0.212225	0.038473
0.053714	0.212225	0.038471
0.053852	0.212225	0.038472
0.054129	0.212225	0.038484
0.054545	0.212225	0.038513
0.054683	0.212225	0.038514
0.055098	0.212225	0.038523
0.055237	0.212225	0.038506
0.055652	0.212225	0.038505
0.055929	0.212225	0.038482
0.056067	0.212225	0.038480
0.056344	0.212225	0.038477
0.056621	0.212225	0.038478
0.056898	0.212225	0.038484
0.057313	0.212225	0.038486
0.057452	0.212225	0.038487
0.057867	0.212225	0.038498
0.058144	0.212225	0.038480
0.058282	0.212225	0.038486
0.058559	0.212225	0.038494
0.058975	0.212225	0.038501
0.059113	0.212225	0.038503
0.059390	0.212225	0.038502
0.059805	0.212225	0.038473
0.060082	0.212225	0.038463
0.060221	0.212225	0.038465
0.060497	0.212225	0.038480
0.060774	0.212225	0.038489
0.061190	0.212225	0.038500
0.061466	0.212225	0.038492
0.061605	0.212225	0.038495
0.062020	0.212225	0.038523
0.062159	0.212225	0.038526
0.062574	0.212225	0.038541
0.062712	0.212225	0.038538
0.063128	0.212225	0.038513
0.063405	0.212225	0.038512
0.063543	0.212225	0.038512
0.063958	0.212225	0.038475
0.064235	0.212225	0.038460
0.064374	0.212225	0.038470
0.064789	0.212225	0.038495
0.065066	0.212225	0.038493
0.065343	0.212225	0.038515
0.065481	0.212225	0.038522
0.065896	0.212225	0.038516
0.066035	0.212225	0.038526
0.066450	0.212225	0.038485
0.066589	0.212225	0.038494
0.066866	0.212225	0.038489
0.067142	0.212225	0.038498
0.067558	0.212225	0.038504
0.067835	0.212225	0.038511
0.068111	0.212225	0.038473
0.068250	0.212225	0.038466
0.068665	0.212225	0.038499
0.068942	0.212225	0.038502
0.069081	0.212225	0.038499
0.069496	0.212225	0.038468
0.069634	0.212225	0.038465
0.069911	0.212225	0.038494
0.070327	0.212225	0.038529
0.070465	0.212225	0.038535
0.070742	0.212225	0.038533
0.071019	0.212225	0.038507
0.071434	0.212225	0.038454
0.071572	0.212225	0.038448
0.071988	0.212225	0.038511
0.072265	0.212225	0.038520
0.072403	0.212225	0.038523
0.072680	0.212225	0.038522
0.072957	0.212225	0.038524
0.073234	0.212225	0.038521
0.073511	0.212225	0.038481
0.073926	0.212225	0.038516
0.074203	0.212225	0.038475
0.074341	0.212225	0.038491
0.074757	0.212225	0.038505
0.075033	0.212225	0.038553
0.075172	0.212225	0.038551
0.075587	0.212225	0.038534
0.075726	0.212225	0.038542
0.076141	0.212225	0.038490
0.076418	0.212225	0.038461
0.076556	0.212225	0.038448
0.076972	0.212225	0.038566
0.077110	0.212225	0.038559
0.077525	0.212225	0.038530
0.077664	0.212225	0.038530
0.078079	0.212225	0.038522
0.078217	0.212225	0.038515
0.078494	0.212225	0.038459
0.078910	0.212225	0.038457
0.079048	0.212225	0.038446
0.079325	0.212225	0.038452
0.079740	0.212225	0.038475
0.080017	0.212225	0.038481
0.080156	0.212225	0.038481
0.080571	0.212225	0.038437
0.080848	0.212225	0.038406
0.080986	0.212225	0.038420
0.081402	0.212225	0.038443
0.081540	0.212225	0.038447
0.081955	0.212225	0.038492
0.082232	0.212225	0.038515
0.082371	0.212225	0.038517
0.082647	0.212225	0.038510
0.083063	0.212225	0.038485
0.083340	0.212225	0.038499
0.083617	0.212225	0.038480
0.083755	0.212225	0.038469
0.084170	0.212225	0.038470
0.084447	0.212225	0.038514
0.084586	0.212225	0.038514
0.085001	0.212225	0.038492
0.085139	0.212225	0.038494
0.085555	0.212225	0.038502
0.085693	0.212225	0.038502
